Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2014,Turn Down For What,DJ Snake & Lil Jon,True,2013,"Electronic dance music, Trap music, Dance/Electronic",Fire loud Another round shots Turn Turn Turn Turn Turn Fire loud Another round shots Turn Turn Turn Turn Turn Fire loud Another round shots Fire loud Another round shots Fire loud Another round shots Fire loud Another round shots Turn Turn Turn Turn Turn Turn,Negative
2019,Sanguine Paradise,Lil Uzi Vert,True,2019,"Pop music, Contemporary R&B, Russian Indie, Dance/Electronic",throwing money spiral Every time girl hear song Yeah turn right ho shake ass eye roll Got skinny thong like tightrope blowing like pro Coupe 150 call Kyro left right ho Man riding like BMX Man said Dyno got two horns like rhino no way buy ho bought mansion slide door Yes opened slide door hear hit high note like way Money keep coming cannot lose Money keep coming cannot lose Foreign girls tens cannot choose Foreign car got V10 cannot cruise got different color diamonds cannot even see time not want see face go get behind Drop top Wraith make lose mind made quicker Vine swinging vine Tryna put climb get keep trying no reason crying ones sliding ones dying Know boys riding Yeah doors suicide Side note never reach goals walking sliced nose also walking side ho time walking moon feel like Michael talking lily slime lily lizard call Geico reality h'm Stand money h'm Hit dismissed Cannot fuck sister make lick dick .40 make hip thick see pop make clip hit Aiming top boy need mop Man going vengeance pants Raf Simons shoes Rick-Rick girl dipped tartar sauce ate dick like fish stick Hit raw yes dog not shit no image diamonds hitting hard Try play boy scrimmage got different color diamonds cannot even see time not want see face go get behind Drop top Wraith make lose mind made quicker Vine swinging vine Tryna put climb get keep trying no reason crying ones sliding ones dying Know boys riding Yeah doors suicide Live go day Mykko Montana beat K Camp Got frost diamonds getting cake stay stomach lily bitch lay Live go day Mykko Montana beat K Camp Frost diamonds got cake stomach lily bitch better lay cannot turn counted whole life turned around Clean diamonds know got rented Know boys coming know mean business advance waiting Already spent beat man know gone kill throwing money spiral Every time girl hear song Yeah turn right ho shake ass eye roll Got skinny thong like tightrope blowing like pro Coupe 150 call Kyro got different color diamonds cannot even see time not want see face go get behind Drop top Wraith make lose mind made quicker Vine swinging vine Tryna put climb get keep trying no reason crying ones sliding ones dying Know boys riding Yeah doors suicide like way,Negative
2022,Woman,Doja Cat,True,2021,"Pop, Singer-Songwriter","Hey woman Let woman Woman woman woman woman Woman woman woman Let woman Woman woman woman woman Woman woman woman need give tenfold come papa plant seed grow womb family Provide loving overlooked unappreciated see reciprocate got delicious taste need woman's touch place protect keep safe Baby worship hips waist feminine grace touch soul hear say ""Boy let woman Let woman Woman woman woman (I know woman Woman woman woman (I know Let woman Woman woman woman (I know woman Woman woman woman lady woman motherfucker got problem Put babies life take away drama Put paper picture like diorama Got face lot people opposite world told ""We not got common sense Got prove top shit never know God without Goddess honest fucking honest get could everything mean could leader head states could smile jiggle til pockets empty could CEO look Robyn Fenty team girl not ever think not hell nights dream girl want pit us succeeding no reasons want see us end like Regina Mean Girls Princess queen tomboy king heard lot never seen Mother Earth Mother Mary rise top Divine feminine feminine Woman Let woman let Woman woman woman (I need woman (I know Woman woman woman Let woman (I know Woman woman woman woman (I know Woman woman woman (Hey woman (Hey woman",Positive
2014,Trumpets,Jason Derulo,True,2014,"R&B/Soul, Pop",Every time get undressed hear symphonies head wrote song looking oh oh Yeah drums swing low trumpets go trumpets go Yeah trumpets go Ooh-ooh go weird hear Violins whenever gone (Whenever gone Yeah weird ass Remind Kanye West song (Kanye West song weird hear Trumpets turning (Turning weird bra Remind Katy Perry song Every time get undressed hear symphonies head wrote song looking oh oh Yeah drums swing low trumpets go playing girl trumpets go ah yeah Yeah trumpets go Oh-oh-whoa yeah trumpets go Da Ah-da go Damn weird hear Angels every time moans Uh time moans Oh yeah weird eyes Remind Coldplay song (Coldplay song weird hear Trumpets turning (Turning weird bra Remind Katy Perry song Every time get undressed hear symphonies head wrote song looking oh oh Oh yeah Every time every time get undressed every time get undressed hear symphonies head (I hear symphonies head wrote song (I wrote song looking oh oh looking girl Uh yeah drums swing low trumpets go Ha! Acapella go oh Come come come go,Negative
2023,Bread & Butter,Gunna,True,2023,"Pop, Country","Going bread butter kill clout put dead brother yeah talk much showed real hunter not say know still got real cutters yeah Yeah right back lost mad commas bad inside dark tunnel yeah Fuck boys found real partners dollars Never fucked night always stayed solid Kept real nights never lied always stay honest Love pro much never change Hunna Wunna go work bring damn profits Hustled always know sell product not gave shit grind long came damn bottom Every night speaking name could real problems not not lane got column yeah Peepin' shit seeing nights fall back nights got topic chat switched know business rat boy like brother not nobody speak city see clearly state fact still fuck night done got partner nights talking knew Slatt rap boys need streams heard put name wax would not even believe not watch back nights really talking think done got snatched Nobody sent kite sent wrong way not get back shit done got track let us get back track Going bread butter kill clout put dead brother yeah talk much showed real hunter not say know still got real cutters yeah Yeah right back lost mad commas bad inside dark tunnel yeah Fuck boys found real partners dollars yeah Fuck pay lawyers mills not say word dodge railroad Niggas find hard understand though Dog cannot put locked not know way go Never gave no statement agreed take no stand whatever nights trust stand Lawyers DA sneaky shit fell Ps Qs time prepared yeah 'Posed shine nights throwing shade though get hit chill see go say want smoke not time zone given day could pop one side doors Gunna slick not gone know way pled Shit hot cannot even put no money Pullin' pop like ""What fuck nights said not talking last time say Probably think sick way keep popping mess finally found way devil dance many nights around fed bit hand got many folks feed not understand yeah Going bread butter kill clout put dead brother yeah talk much showed real hunter not say know still got real cutters yeah Yeah right back lost mad commas bad inside dark tunnel yeah Fuck boys found real partners dollars yeah",Negative
2019,Press,Cardi B,True,2019,"Rock, Country music, Folk-pop",Bardi Woo yeah Bitches pressed Bitches pressed Woo yeah yeah woo Bitches pressed know coming real bitch flesh fuck gone check talking shit talking neck Put blood dress Bitches mad see Cardi step spot Said know not pull bitches soon drop Bought new foreign might cop yacht Bitches business trona plot Hoes popping shit like hot not flooded wrist Patek watch Niggas flexing know got Cardi done got game knot Fuckin' night got lock go bang bang like chopping chops VVS chain love rocks said gone take bitch got chopped throwing shade see top Tell bitch pull send drop Press press press press press Cardi not need press Kill put hoes rest Walk bulletproof vest Please tell gone check Murder scene Cardi made mess Pop guess bitch Pop guess bitch Ding-dong Must whip ordered new crib daughter know bad bitch gone spoil Got one New York need one Georgia New Bentley truck cost quarter money still long like weave Pussy still wet like Florida Everyone drop floor talking not anymore MAC face like contour chopper come straight Dior Done talking open violence Ask anybody know Hashtag whip ho ass Fuck around gone start new challenge come bitch strapped ready Ridin' dick like Cardi Andretti Fuck crib not go no telly sit face whenever ready Bitch freak like Greek like Greek) Got biggest house street street little hoes look cheap look cheap sucking dick no teeth Press press press press press Cardi not need press Kill put hoes rest Walk bulletproof vest Please tell gone check Murder scene Cardi made mess whoa Cardi) Pop guess bitch Pop guess bitch Press press press press press Press press press press press Press press press press press Pop guess bitch Pop guess bitch,Negative
2022,Wait For U,Future Featuring Drake & Tems,True,2022,"Synth-pop, New wave, Pop","Early morning late night (I wait not even matter time (I wait Presidential Rollie already way higher saying ""Aye yin Whenever find time okay (ATL Jacob ATL Jacob) pray demons girl got Every time sip codeine get vulnerable knowing sounds storm come understand cannot take everywhere night going field like children corn hear tears drop phone Get mad cannot leave alone Gossip messy not world ending Travel around world would cry would try get phone dropping tears tell want clear yeah get vulnerable drugs tell need clear yeah drunk tell exactly feel (I wait loaded keep real (I wait wait Please tell real one exactly (I wait wait not say know want hear (I wait wait Yeah trapping around world sit balcony wonder feeling got career takes time away women cannot convince love living wait line feelings flowing like river testing back Kiki river (I wait Message say ""Delivered"" (I wait know get introduce us knew (I wait Made shake hand fucking minute (I wait Walk plank know swimmer (I wait Supposed dawn done put kennel Girl put muzzle barking dinner fucking tiny Presidential got better met not coincidental Tried bring best guess not influential Guess not one meant hear tears drop phone Get mad cannot leave alone Gossip messy not yeah world ending Trapping around world would cry would try get phone dropping tears tell want clear get vulnerable pills tell need clear yeah drunk tell exactly feel (I wait loaded keep real (I wait wait Please tell real one exactly (I wait wait not say know want hear (I wait wait Early morning late night not even matter time (World ending would cry would try get (Tell want clear yeah (Tell",Negative
2020,Sunday Best,Surfaces,True,2019,"R&B/Soul, Pop",Good feeling good Ay feeling good like Went took walk around neighborhood Feeling blessed never stressed Got sunshine Sunday best Ay everyday better day despite challenge got leave better found going get difficult stand hold balance say whatever no way around E-e-everyone falls sometimes got know fine okay uh uh okay okay Ay feeling good like Went took walk around neighborhood Feeling blessed never stressed Got sunshine Sunday best Ay someday wake nothing works feel surrounded Got give feet gravity get grounded Keep good things inside ears like waves sound say whatever no way around E-e-everyone falls sometimes got know fine okay uh uh okay okay Ay feeling good like Went took walk around neighborhood Feeling blessed never stressed Got sunshine Sunday best Ay feeling good like Went took walk around neighborhood Feeling blessed never stressed Got sunshine Sunday best,Positive
2017,4 AM,2 Chainz Featuring Travis Scott,True,2017,"Dance/Electronic, Hip-Hop/Rap",Yeah yeah yeah Yeah yeah Damn right pro 4 getting started birthday threw surprise party Reminiscin' trap playing first Carter life changed first daughter Got first quarter flipping slabs night looking bills asking half Cut different cloth take pride results Anytime want dip providing sauce side boss kind boss keep playing end signing boss Drop EP night night Yeah ZZ night king like BB nights yeah Ride Champagne P not struggle would not Call Deuce Dos anything broke Got aim scope got game throat damn Okay popped surprise yeah yeah see never took popping type straight Damn 4 please believe hype lit Hit lights way top Pop flick Drop pin send location skirt skirt pull spaceship skirt skirt Drop bag dangerous hit 4 see make dropped ColleGrove sky ooh group best rapper alive ooh Never turn back slime ooh not want fuck bitch fine ooh Hold baby let take time ooh Hard get head try drive ooh Jumpin' cake surprising ooh Pickin' duffel bag like exercising ooh Bought mama new house deserve ooh Practice makes perfect nobody's perfect ooh Escobar not open service ooh Send Dr. Miami surgery ooh Okay popped surprise yeah yeah see never took popping type straight Damn 4 please believe hype lit Hit lights way top Pop flick Drop pin send location skirt skirt pull spaceship skirt skirt Drop bag dangerous hit 4 see make Ooh Riccardo Tisci crew neck Ooh killing rapper spree night next Ooh talking chilling watching Netflix straight Ooh used trap watch bootlegs Ooh wave like drag Ooh see boo crew Ooh talking Tequila pileup Ooh hope got clean vagina yeah Trench God drench God really Represent squad really TEC got Rollie get used sell drugs living Got job selling records use jeweler reference Might buy truck extra Might use legs necklace Okay popped surprise yeah yeah see never took popping type straight Damn 4 please believe hype lit Hit lights way top Pop flick Drop pin send location skirt skirt pull spaceship skirt skirt Drop bag dangerous hit 4 see make not stop trapping boy Got twelve racks morning Got twelve racks Started last night still going Twelve racks strong Got pinball corner pregnant Got crackhead corner pregnant Everybody pregnant kept partner getting money though telling,Positive
2018,Mercy,Brett Young,True,2017,"Pop rap, Comedy hip hop, Rock",Mercy got show looking good hurt want stop whole damn world turning Mercy hanging tight not working want stop flame still burning still burning going break heart break going take shot take Take made mind make Make fast ever loved mercy go tonight get drunk lonely Wind home alone please not call say miss no going break heart break going take shot take Take made mind make Make fast ever loved mercy Woah Oh mercy going break heart break going take shot take Take Oh going break heart break going take shot take Take made mind make Make fast ever loved Mmh ever loved mercy Oh mercy Oh mercy mercy,Positive
2014,Maps,Maroon 5,True,2014,"Pop rock, Pop",miss taste sweeter life miss conversation searching song tonight changing stations like think drew map better place road took fall Oh baby run away darkest times darkest night wonder worst knees said back wonder roads took came back following map leads map leads not nothing map leads Following following following map leads not nothing map leads Following following following hear voice sleep night Hard resist temptation something strange come cannot get No cannot get darkest times darkest night wonder worst knees said back wonder roads took came back following map leads map leads not nothing map leads Following following following map leads not nothing map leads Oh oh oh ah Oh oh oh ah Ye ye ye ah Ah ah ah Oh Oh darkest times Oh Oh darkest night Oh Oh darkest times Oh Oh darkest night wonder worst knees said back wonder roads took came back following map leads map leads not nothing map leads Following following following map leads not nothing map leads Following following following,Negative
2018,High Hopes,Panic! At The Disco,True,2018,"Pop rock, Alternative rock, Alternative/Indie",high high hopes living Shooting stars could not make killing not dime always vision Always high high hopes high high hopes living not know always feeling going one million Always high high hopes Mama said Fulfill prophecy something greater Go make legacy Manifest destiny Back days wanted everything wanted everything Mama said Burn biographies Rewrite history Light wildest dreams Museum victories everyday wanted everything wanted everything Mama said not give little complicated tied no love would hate see waiting high high hopes living Shooting stars could not make killing not dime always vision Always high high hopes high high hopes living not know always feeling going one million Always high high hopes high high hopes Mama said uphill oddities Stranger crusaders not ever wannabes weird novelties not ever change wanted everything wanted everything Stay rise Stay rise never come oh Stay rise Stay rise never come Mama said not give little complicated tied no love would hate see waiting say done not seen best got one run going sight see high high hopes living Shooting stars could not make killing not dime always vision Always high high hopes high high hopes living not know always feeling going one million Always high high hopes high high hopes living Shooting stars could not make killing not dime always vision Always high high hopes high high hopes living not know always feeling going one million Always high high hopes high high hopes,Positive
2021,4 Da Gang,42 Dugg & Roddy Ricch,True,2021,"R&B/Soul, UK R&B","cannot wait nights imagine things not nothing plain night four chains not tripping ho night came got bitch West suck night soul Bitch East fuck night dawns Still playing raw even though got deal get city got night killed Pause lying kind still sipping Fanta OxyContin Opanas want Niggas upped Lou free night come kick Mister still's serve city reason chicken fuck kitchen trona turn one Daire quit pulling blender fore burn Baby say want real night not get not never night told sipping Still go harder nights wish could bring back Turntest city white lows blue flags Know keep two flags bang dropped Urus gang Catch city young night four chains Signed CMG still dope game not swipe propane really got mud Big 4 Gang catch riding thugs got not nobody helped Remain humble sell crack dope fiends cannot ""Lil' brow bitch really got check 42 shit really Put city back still remember hard times 2018 year dawn died Pull frog eyes yeah night winning Amiris low not wheat Timbs 42 pulling twin Bentleys Peanut butter seats windows tinted Know keep two flags bang dropped Urus gang Tied LA always keep hunted K Number one night never gone admit 'Rari got ticket Every time see say not seen minute Probably fucking bitches probably running digits Forgiato wheels lanes Floor mats say night name Interrogation feds tried put us board never identified nights always getting dough always chicken time got nights box gone call collect got model bitches trona call sex know say ""If not directed not respect see public gone act like never said see C-side throw two times night got gangster card bought Groupon One young nights getting love city hub dub tub fuck Pull frog eyes yeah night winning Amiris low not wheat Timbs 42 pulling twin Bentleys Peanut butter seats windows tinted Know keep two flags bang dropped Urus gang Tied LA always keep hunted K",Negative
2017,Bon Appetit,Katy Perry Featuring Migos,True,2017,"Trap music, Pop","Ayy yeah Katy Perry Migos want boy boy Got spread like buffet Bon appetite baby Appetite seduction Fresh oven Melt mouth kind loving Bon appetite baby Looks like starving got hungry eyes could use sugar levels not right Michelin Kobe flown want cooking boy Let take candlelight wine dine table two okay take time Eat hands fine menu want boy boy Got spread like buffet Bon appetite baby Appetite seduction Fresh oven Melt mouth kind loving Bon appetite baby want Well open 24 Want keep satisfied Customer's always right Hope got room world's best cherry pie Going hit sweet tooth boy Let take candlelight wine dine table two two okay take time Eat hands fine menu go ahead want boy want boy Got spread like buffet Bon appetite baby ebon appetite Appetite seduction Fresh oven fresh oven Melt mouth kind loving Bon appetite baby want boy boy Got spread like buffet Bon appetite baby ebon appetite Appetite seduction Fresh oven Melt mouth kind loving Bon appetite baby Sweet potato pie change mind Got running back seconds Every single night one say change life No waterfall dripping wet like ice Say want Migo night ask ""What price hold right told get whatever like grab legs divide right Make donut ride right Looking eyes dime make blind spine diamonds change climate Sweet tooth no tooth fairy Whipped cream no dairy Got hot light screaming ""I ready no horses no carriage (Go ahead want boy want boy Got spread like buffet Bon appetite baby eat eat eat Appetite seduction yeah yeah yeah Fresh oven yeah yeah yeah Melt mouth kind loving Bon appetite baby ebon appetite candlelight yeah wood (Bon appetite baby wood",Positive
2021,Tombstone,Rod Wave,True,2021,"Pop rock, Latin Urbano, Alternative/Indie, R&B/Soul, MORE",shit not know know keep gun drawers ducking sad news oh yeah phone say seven missed calls know bad news life left scarred knowing true Remember times got hard got tattooed hard not no shows made bread got keep family fed yeah yeah Look talked pops feds not gone lie scared uh feel coming night keep running night go bad keep hundred night girl ear screaming spend time promise get time Right got get mine sure hugging til end time fuck nights lame Since love saying name Make sure write truest motherfucking game tombstone bury river carry Finally resting peace Finally finally get fly away somewhere someday Fuck nights lame Since love saying name Make sure write truest game tombstone bury river carry Finally resting peace oh yeah Finally finally yeah yeah yeah yeah Finally finally (Everybody think know fuck sleep floor Yeah yeah yeah yeah (This shit comes lot lot pressure young night thought Yeah yeah yeah yeah tombstone bury believe man hustler Yeah yeah yeah yeah tombstone bury yeah oh Yeah yeah yeah yeah yeah finally resting peace Finally finally tombstone bury yeah yeah yeah yeah river carry yeah yeah yeah yeah resting peace Finally finally yeah yeah yeah yeah yeah Yeah yeah yeah yeah,Positive
2014,Girls Chase Boys,Ingrid Michaelson,True,2014,"UK R&B, Hip-Hop/Rap, UK Rap",broken hearts world still beat Let us not make harder Ooh... thing Girls chase boys chase girls broken hearts world still beat Let us not make harder Ooh... thing Girls chase boys chase girls little let not dead little bit said oh oh play play Let us call broken hearts world still beat Let us not make harder Ooh... thing Girls chase boys chase girls broken hearts world still beat Let us not make harder Ooh... thing Girls chase boys chase girls Chase girls chase boys chase boys chase girls little bit home not yet one forgive hard forget not call not call Let us call broken hearts world still beat Let us not make harder Ooh... thing Girls chase boys chase girls broken hearts world still beat Let us not make harder Ooh... thing Girls chase boys chase girls Chase girls chase boys chase boys chase girls got two hands one beating heart alright going alright Yeah got two hands one beating heart alright Going alright broken hearts world still beat Let us not make harder Ooh... Girls chase boys chase girls broken hearts world still beat Let us not make harder Ooh... thing Girls chase boys chase girls broken hearts world still beat (Ooh everything going fine Let us not make harder Ooh... thing (Ooh everybody loves baby Girls chase boys chase girls broken hearts world still beat Let us not make harder (Ooh everything going fine Ooh... thing Girls chase boys chase girls Ooh everything going fine Ooh everybody loves baby Ooh everything going fine Ooh thing Girls chase boys chase girls,Negative
2021,Outside,MO3 X OG Bobby Billions,True,2018,"R&B/Soul, UK R&B",Yeah yeah scared come outside Tell boys better pray Tell boys stay way Tell not nobody safe mama gang gone put face Yeah (They scared come outside Niggas know stepping night day God know stepping later hurts not no mercy made hear church verses raised told God got forgive insane oh Get knees pain oh Tired rain name (I cleaned blood Jesus piece Oh Jesus please feel needs Yeah Tired fucking streets yeah Tryna take away hurt inside (They scared come outside God need second chance Knowin' love sometimes devil dance Lost couple parents sliding whoever Drop one nights kill call reverend yeah no weapon formed shall prosper yeah God know clutching chopper yeah Waitin' boys outside Niggas know stepping night day Niggas know stepping later hurts not no mercy made hear church verses raised Though feel cursed pray betta days Seems like yesterday catching plays harder lately cannot catch break losing nights day day everyday pray God take hate away Lord knows see spray know spot seen spot laid (I clean blood Jesus piece Jesus please say heaven real one smoke even Moses kill one bills swear shit getting ill Niggas know stepping night day (Know stepping night day Niggas know stepping later yeah yeah hurts not no mercy made hear church verses raised Oh hear church verse raised Uh Glock britches came Keep .30 night not get way Lord get preacher yeah Big old Desert Eagle uh Flyer eagle big old shooter pull Regals uh Drop-out people put demons ya Pussy ass night not equal tote heaters got ether uh not believe people choice uh not believe us Ran Adidas uh yeah,Negative
2016,Into You,Ariana Grande,True,2016,"Electronic dance music, Dance-pop, House music, Electro, Holiday",barely breathe want fall deep close not close enough 'Til cross line hey yeah name game play roll dice hey Oh baby look started temperature's rising going happen waiting waiting make move ooh ooh make move ooh ooh baby come light maybe let little bit dangerous baby want little less conversation little touch body Got everyone watching us baby let us keep secret little bit scandalous baby not let see little less conversation little touch body Ooh yeah could take time hey made many mistakes Better get right right baby Oh baby look started temperature's rising going happen waiting waiting make move ooh ooh make move ooh ooh baby come light maybe let little bit dangerous baby want little less conversation little touch body Got everyone watching us baby let us keep secret little bit scandalous baby not let see little less conversation little touch body Tell came cannot cannot wait no edge no control need need know know oh yeah baby come light light maybe let little bit dangerous baby want want little less conversation little touch body Got everyone watching us watching us baby let us keep secret little bit scandalous baby not let see little less conversation little touch body come light come light baby Little dangerous little dangerous baby little less conversation little touch body,Negative
2019,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,True,2019,"Rhythm and blues, R&B/Soul","Cardi Cardi bops Cardi Cardi sending shots Best music Cardi block Cardi Glock Cardi yeah Cardi yeah Another one Cardi yeah yeah yeah DJ Khaled say time almost tell bitches ""Wish wish hoes looking cold bitches fish sticks Put ribbon box pussy gifted not got no free time shit expensive See ring watch chain everything lit lit gold bitch feel like Slick Rick love hate not make no difference hard not kill hoe tempted counting money buying jewelry hoes riding dick make M's mind business hoes riding dick ""I see Cardi eat much "" got sick wonder still not pregnant riding dick betta go ahead weak shit certified real street bitch not song leak shit strapped like defense Whatever sis keep cute sis Leave beefing shit Ruth Chris end toothless official whole life bought burners not buy likes little old get money Got everybody tight bitches wack bitches garb diss disregard Bet dick bitches could not get hard say time almost tell bitches ""Wish wish hoes looking cold bitches fish sticks Put ribbon box pussy gifted not got no free time shit expensive See ring watch chain everything lit lit gold bitch feel like Slick Rick love hate not make no difference hard not kill hoe tempted Bought Richard Mille could bought house (No joke Feel like greatest rapper came South (Who want smoke keep trying fuck told top (On God) got ass shots told work mouth (Straight Everybody talking king talk night shooting shit not battle Cornball night not getting no money not give fuck talents Came bottom multimillionaire sleeping pallets Fuck rappers 4L Gang best like DJ Khaled (Straight bitch got crazy head like Kanye Tweet wedding Glocks call Jay Bey split rent chopper stay (On God) Leave drunk like shot liquor not no chasing (On God) threw white flag still want beef Catch album release play Cardi B (Shoot Make pistol blow ways call Hennessy know mama taught look ways fore crossing (Lil' bitch say time almost tell bitches ""Wish wish hoes looking cold bitches fish sticks Put ribbon box pussy gifted not got no free time shit expensive See ring watch chain everything lit lit gold bitch feel like Slick Rick love hate not make no difference hard not kill hoe tempted Best music (What wrist (I call chandelier Another one",Negative
2018,No Tears Left To Cry,Ariana Grande,True,2018,"Bounce music, R&B/Soul, Hip-Hop/Rap",Right state mind want like time not got no tears left cry picking picking loving living picking picking picking loving living picking (Oh yeah picking picking Loving living turning Yeah turning not got no tears body ran boy like like like not matter tries viking viking viking Comin' even raining Cannot stop cannot stop shut mouth Shut mouth not know know babe Know babe yeah Right state mind want like time not got no tears left cry picking picking (Oh yeah loving living picking Oh want come another mentality not got no tears left cry (To cry picking picking (Oh yeah loving living picking Pickin' picking Loving living turning (We turning Yeah turning point colors see boy like like like way fly partake hate viking viking viking Comin' even raining Cannot stop cannot stop shut mouth Shut mouth not know know babe Know babe yeah Right state mind want like time not got no tears left cry picking picking (Oh yeah loving living picking Oh want come another mentality not got no tears left cry (To cry picking picking (Oh yeah loving living picking Comin' even raining Cannot stop (Hmm oh Shut mouth not got no tears left cry Oh yeah oh yeah Oh want come another mentality not got no tears left cry picking picking (Oh yeah loving living picking Pickin' picking Loving living turning Yeah turning,Positive
2015,Thinking Out Loud,Ed Sheeran,True,2014,"Soft rock, Blue-eyed soul, Pop, German Pop, UK R&B",legs not work like used cannot sweep feet mouth still remember taste love eyes still smile cheeks darling loving til 70 baby heart could still fall hard 23 thinking people fall love mysterious ways Maybe touch hand Oh fall love every single day want tell honey Take loving arms Kiss light thousand stars Place head beating heart thinking loud Maybe found love right hair's gone memory fades crowds not remember name hands not play strings way know still love honey soul never grow old evergreen Baby smile's forever mind memory thinking people fall love mysterious ways Maybe part plan keep making mistakes Hoping understand baby Take loving arms Kiss light thousand stars Place head beating heart thinking loud maybe found love right oh baby Take loving arms Kiss light thousand stars Oh darling place head beating heart thinking loud maybe found love right Oh baby found love right found love right,Positive
2022,U-Digg,"Lil Baby, 42 Dugg & Veeze",True,2022,"Electropop, Country","'Rari sitting ya dig cut could not play role ya dig couple million plus spent clothes ya dig B- acting like scared bought ghost ya dig rappers trona see fa know Got 300 pa spot disappeared know went not worried telling best friend cheap know rich Got jet know lit hot head heart cold not thaw done ran not going broke not thoughts real player play wrong cannot keep bought Got white girl like Mary Jane trap swinging like Pete Parker Cannot blame son taught rodeo Maybach think Rick Ross Want fa broke sorry boo big hell nah Want sneak diss cool though better not get caught fa fa fa fa far Got fifties thirties switches every pole ya dig Brand new money blue notes falling clothes ya dig business cannot nobody know ya dig Shake hand really want cut throat ya dig no get dropped left right know put hair bun grab belt know real heavy handed pouring cups spilled done popped Akorn pint red like roadkill lily hunted thou made shit five times no really rap pops not put hoes silly shop land not got take no bags city fa talking raps gone ka walking check got 650 leg ya dig Dollar Faygo worth band ya dig Amiri flannel blue dressed like Craig ya dig like Simon better say ya dig go club seen no die trona run whip yeah life movie like Paid Full uncles hate rich yeah might go hell ice skate devil put faith fa good not ask money posed paying rent giving blocks shorties free get paid hit capital P peeling pints painting pops like Prince yeah come wrapper shine glisten look like flake fish way kicking pimping regular no cannot even dig done dressed cups look like Suge Knight know red Glock switched went Kris Caitlyn know trains flew 'Rari color Trae Young? know twin done fa year not go no date know friends fa fa fa fa far Got fifties thirties switches every pole ya dig Brand new money blue notes falling clothes ya dig business cannot nobody know ya dig Shake hand really want cut throat ya dig no get dropped left right know put hair bun grab belt know real heavy handed pouring cups spilled done popped Akorn pint red like roadkill would rather chase check bag stash nine Ms 1.5 Damn right got dime not see probably wearing Tru's Chief Keef Drop five Sprite bitch pink pink knock hear ""Ding ding Time go Chrome Hearts vest four thousand coat Turnt young no know Never surrender no asking tote bet blow F- know hundred Gs five show no got 'Cat Track' Urus 'Bach bet call fuck got T-Rex bike TRX truck like two hundred something plus curtest no know city dig B- catch know gone kill kids Big 4 shit real still spin thrill heels pull LIV",Positive
2018,Taste,Tyga Featuring Offset,True,2018,"Trap music, Hip-Hop/Rap",Slide pimp game pinky ring Lotta gang gotta bitches icy chain claim rich false claim straight whip no baggage claim Whole gotta styles cannot even pronounce name not got no style see Instagram rocking like fresh pan taking pics middleman Walk talk like boss lift hand Three million cash call Rain Man Money like shower rain dance black like Gangland Say wrong word hangman Watch stick bitch like spray tan Aw Mr. 'What Kind Car In?' city love name night not got say Taste taste get taste Taste taste get taste Taste taste fuck night say like Mary-Kate Taste taste get taste Taste taste let get taste Taste taste love taste Yeah cool not like Lotta girls like nights want fight Nigga get yo ass checked like fucking Nike not ice unlikely gone suck like fucking Hi-C Aw chains neck whole team feel like Gucci ice cream bitch want Fenty not Maybelline black JB way bitches scream Make bitches scream Pretty little thing Like night AE say Taste taste get taste Taste taste get taste Taste taste fuck night say like Mary-Kate Taste taste get taste Taste taste let get taste Taste taste love taste Yeah cool Yeah put drip plate drip drip Diamond ice glacé nights imitate nice ice Aye aye feed grapes Maybach track Slow pace Wraith got shit Diamonds par cookie hitting hard 'Rari sit park Addy Mars Shotgun shells gone always hit target Popcorn big popping cartridge pop 3400 Nawfside Charles Barkley Ferrari Make get top ride like Harley want keep company never want depart (Depart Yeah fishtail parking lot sort sort not kick nights talk cha got fire not make spark cha Keep back pocket like wallet Like way suck suck like Jolly Stack put whole project got Patek water moccasin rich real life get profit copy Taste taste get taste Taste taste let get taste Taste taste love taste Yeah cool not like Taste taste LA get taste Taste taste Miami get taste Taste taste Oakland get taste Taste taste New York love taste Taste taste Chi-Town get taste Taste taste Houston get taste Taste taste Portland get taste Taste taste overseas let bitches taste Taste taste get taste Taste taste get taste Taste taste love taste Taste taste worldwide gone get taste,Positive
