Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre,Label
2021,Up,Cardi B,True,"Up, up
Up (ayy), up (uh)
Up, look (this is fire)
Once upon a time, man, I heard that I was ugly
Came from a bitch who nigga wanna fuck on me
I said my face bomb, ass tight
Racks stack up Shaq height
Jewelry on me, flashlight
I been lit since last night
Hit him with that good-good
Make a nigga act right
Broke boys don't deserve no pussy (I know that's right!)
Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked
If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (ayy)
Up, then it's up, if it's up, then it's stuck (huh)
If it's up, then it's up, then it's up, then it's stuck, huh (woo)
I could make the party hot, I could make your body rock
Bitches say they fuckin' with me, chances are they probably not
If I had a dick, you'd probably lick it like a lollipop
Hoes speakin' Cap-enese, hit 'em with karate chop
I'm forever poppin' shit, pullin' up and droppin' shit
Gotta argue with him 'cause a nigga love a toxic bitch
Niggas out here playin', gotta make 'em understand
If ain't no ring on my finger, you ain't goin' on my 'Gram
I said my face bomb, ass tight
Racks stack up Shaq height (yeah)
Jewelry on me, flashlight (huh)
I been lit since last night (woo)
Hit him with that good-good
Make a nigga act right (ah)
Broke boys don't deserve no pussy (I know that's right!)
Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked (woo)
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked (woo)
If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (ayy)
Up, then it's up, if it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (bitch)
Bitches ain't fuckin' with me now and I can see why
Dirty-ass, dusty-ass bitch, you got pink eye
Bitches want smoke until I bring it to they doorstep
Tell that bitch, ""Back, back, "" breath smell like horse sex (ha)
Put it on him now, he will never be the same (he won't)
Tatt'ed on my ass 'cause I really like the pain (ah)
He nutted on my butt, I said, ""I'm glad that you came""
If that nigga had a twin, I would let 'em run a train, woo (skrrt)
Big bag bussin' out the Bentley Bentayga
Man, Balenciaga Bardi back and all these bitches fucked (woo)
It's big bags bussin' out the Bentley Bentayga, man
Birkin bag, Bardi back and all you bitches fucked (ooh)
If it's up, then it's up, then it's up, then it's stuck
If it's up, then it's up, then it's up, then it's stuck, huh (woo)
Up, then it's up, if it's up, then it's stuck (woo)
If it's up, then it's up, then it's up, then it's stuck, huh
Look, gotta play it safe, huh
No face, no case (hahaha)",2021,"Rhythm and blues, R&B/Soul, Afroswing, Hip-Hop/Rap",Negative
2021,Gone,Dierks Bentley,True,"My buddies think I'm on the lake
Boss thinks I've been sick for days
And mama's probably on her way
'Cause I ain't picked up the phone
I've been a million places
But they're all up in my head
Over-drinking, overthinking ever since you left
I've been gone, I've been gone
I've been sittin' on the couch watching TV all day long
All day long, I've been tryin' to figure out how a good thing went wrong
Faster than that freight train, farther than that airplane
Sadder than a country song
Headed down that highway, anywhere but my way
Ever since you moved on, I've been gone
Took a trip down memory lane
Checked into hotel heartbreak
Passed rock bottom on the way
Without leaving my living room
I've been a million places
But they're all up in my head
Over-drinking, overthinking ever since you left
I've been gone, I've been gone
I've been sittin' on the couch watching TV all day long
All day long, I've been tryin' to figure out how a good thing went wrong
Faster than that freight train, farther than that airplane
Sadder than a country song
Headed down that highway, anywhere but my way
Ever since you moved on, I've been gone
Yeah
I've been gone
All the clothes are on the floor
All the mail's by the door
All the whiskey bottles in my bed
All the dishes in the sink
All the gas is in the tank
All the neighbors probably think I'm dead
I've been gone, I've been gone
I've been sittin' on the couch watching TV all day long
All day long, I've been tryin' to figure out how a good thing went wrong
Faster than that freight train, farther than that airplane
Sadder than a country song
Headed down that highway, anywhere but my way
Ever since you moved on, I've been gone (ooh, ooh)
I've been gone (ooh, ooh)
Gone",2021,"Country rap, Hip hop, Country",Negative
2021,Country Again,Thomas Rhett,True,"I quit huntin' with my daddy
Guess I didn't make the time
And it's been a year since I've seen a deer
Had a smallmouth on the line
The other day I hooked a monster
And as I reeled him in
I thought, ""Man, it feels good to be country again""
Huh
I spent way less time in Nashville
And more time in L.A.
My back home buddies, they quit callin'
Thought I had too much on my plate
But last night we cracked some cold beers
And cranked Eric Church to ten
Thought, ""Man, it feels good to be country again""
Yeah, I love me some California
But it sure ain't Tennessee
And my roots down there in Georgia
Yeah, they started missin' me
And I wouldn't change the things I've done
Or the places that I've been
Man, it feels good to be country again
I traded in my Silverado
Didn't need no four by four
Tucked my boots in the back of the closet
They didn't feel like me no more
But I dug 'em out and slipped 'em on
They've been on my feet since then
Man, it feels good to be country again
Oh
Yeah, I love me some California
But it sure ain't Tennessee
And my roots down there in Georgia
Yeah, they started missin' me
And I wouldn't change the things I've done
Or the places that I've been
Man, it feels good to be country again
I traded sunsets with my wife
For hours on my phone
And even when I was right beside her
I still wasn't really home
But last night we built a fire
Watched the moonlight kiss her skin
I thought, ""Man, it feels good to be country again""
Man, it feels good to be country again
I saw the light, I found the way home
Thank you, Lord, Amen
Man, it feels good to be country again",2021,"Alternative/Indie, Country",Positive
2021,How It Feels,Lil Baby & Lil Durk,True,"I just put a Mansory kit on top of a Lamb' truck
I know how it feels to stay down and run you some bands up
Hundred grand on me, it's hard holdin' my pants up
TRX, the Hellcat motor inside a RAM truck
Real ones like me hard to come by, it's only a handful
Ain't no money in the world that make me give my mans up
I know how it feel to think everybody against you
I know how it feel to watch bullets go through a windshield
I know how it feel when you try your best to be real
I know how it feel when you think no one understands you
I know how it feel when the one you love gettin' ran through
I know how it feel, I done really cut off my mans too
I know how it feel when you broke, and them bills past due
Oh, you thought this sh- was a joke? We on your a- too
I can't give my energy to anybody
I'm a billionaire in the making, I promise I'ma get one
Lil' b- tried to chase me, I had to stiff-arm her
Only had a couple dollars, I was still gettin' fresh
I ain't tryna say I'm cocky, but I feel I'm the best
Every time, I want the maximum, ain't takin' nothin' less
I've been back-to-back jets, but I still fly Delta
Thick lil' sh-, but she can fit in my schedule
Yeah, I'm always on the go, but I make time for that a-
Know I got a lot, but I'm on the grind, tryna get marriage
I know I be calm, but I'm nowhere near average
A hundred million dollars cold cash gettin' buried
Lookin' at the man I'm becomin', it's gettin' scary
All these bitches fuckin' whoever, who gettin' married?
I ain't tryna go back to nothin', I'm tryna have sh-
I be quick to pick up that blicky, I got a bad wrist
I know how it feel to think everybody against you
I know how it feel to watch bullets go through a windshield
I know how it feel when you try your best to be real
I know how it feel when you think no one understands you
I know how it feel when the one you love gettin' ran through
I know how it feel, I done really cut off my mans too
I know how it feel when you broke, and them bills past due
Oh, you thought this sh- was a joke? We on your a- too (smurk)
I know how it feel to have the killers tell you everything (yeah, yeah)
I know how it feel to wake up cut up from them bed springs (yeah, yeah)
I know how it feel not to eat, it give you head pain (yeah, yeah)
I know how it feel to talk to granny and forget everything (yeah)
I just sat in jail with a bond, couldn't bond out
I know how it feel to dodge scooters, smoke the garage out
I know how it feel, the b- you love f- bomb now
Rushin' while you cheatin', usin' water to get the cum out (yeah)
I know how it feel to use your brother to the trenches (trenches)
I know how it feel to get burnt 'bout some b-
Lyin' on some murders, actin' turnt like he did it
Slidin' in a Demon, but lowkey, he a Christian (skrrt)
I know how it feel to get my mom a house
I know how it feel to pour a four right by Obama house
Tryna buy O'Block 'cause Von want it, but he gone now (gone now)
I know how it feel when you broke, but now I'm on now, on now (yeah)
I know how it feel to think everybody against you (yeah)
I know how it feel to watch bullets go through a windshield (yeah)
I know how it feel when you try your best to be real (yeah)
I know how it feel when you think no one understands you (yeah)
I know how it feel when the one you love gettin' ran through (yeah)
I know how it feel, I done really cut off my mans too (yeah)
I know how it feel when you broke, and them bills past due (yeah)
Oh, you thought this sh- was a joke? We on your a- too",2021,"R&B/Soul, UK R&B",Positive
2021,Time Today,Moneybagg Yo,True,"I just looked at my wrist, I got time today
Fuck it, I'm crossin' the line today
The hate be so real, the love be fake
Be bumpin' they gums and bumpin' my tape
Don't go against me then ask for my help
Go get out your feelings and get it yourself
Might got the same shoes but you ain't gon' step (nope)
The shit that you just put out, you could've kept, yep
She got a nigga, he gotta share (why?)
You can't compete when you can't compare (period)
She ate the dick through my underwear (uh)
Got up and got herself out of there
I see they put me on memes and things
Don't speak on my life without knowin' the real
Eight figures a year, what it cost me to live
Don't hold it, just say what you feel but
Watch your mouth 'fore I fly out your bitch (where?)
To a place that she didn't know exist (gone)
Mediterranean, water my wrist (bitch)
Keepin' 'em pissed, how I'm talkin' my shit
Six-figure check for a show, man I'm lit (lit)
Let's celebrate now my bag legit (go)
These niggas with me with whatever I'm with (yeah)
Didn't know who did it, got everybody hit, bitch (brrt)
I don't like niggas, I don't like bitches
I don't like nobody (nobody, nobody)
We can get gangsta, we can keep it cordial
How you wanna go 'bout it? (How you wanna do it?)
I don't backtrack, man, fuck that, I don't miss nobody (I don't miss nothin')
Left it on seen, I ain't write back, I don't trust nobody (period)
I just looked at my wrist, I got time today
Fuck it, I'm crossin' the line today
These bitches'll cry, be lyin' to your face (facts)
Slicker than us, gotta know how they play
If the money wasn't straight, she wouldn't be here today
Ain't it man, sure know what to say
You ain't me so it's hard to relate (what?)
How much cash I fuck off every day (Big Bagg)
Don't play with me, baby, go play with your pussy
You see him in person, these niggas be shookin'
A huncho it cost you a Quavo to book me
I'm worth it, the proof in the pudding
Surrounded by bitches (four of 'em)
I'm lookin' like William but they ain't my girlfriends (nah)
Bruh, I'ma spin on your block back to back
When they finish it look like the world end (dawg)
I ain't ask for it, they did it to me (what?)
Niggas exposin' they hands for free
Get caught in the middle, that's bullseye (get it too)
You got hit but we was targetin' he (him)
Poppin' my shit with a capital P (caps)
SRT, Redeye, red key (vroom)
Might be ugly but my bitch precious (bad)
She ain't even sneeze but still I bless her (achoo)
I don't like niggas, I don't like bitches
I don't like nobody (nobody, nobody)
We can get gangsta, we can keep it cordial
How you wanna go 'bout it? (How you wanna do it?)
I don't backtrack, man, fuck that, I don't miss nobody (I don't miss nothin')
Left it on seen, I ain't write back, I don't trust nobody (period)
I just looked at my wrist, I got time today
Fuck it, I'm crossin' the line today
I just looked at my wrist, I got time today
Fuck it, I'm crossin' the line today
I just looked at my wrist, I got time today
Fuck it, I'm crossin' the line today",2021,"Rhythm and blues, R&B/Soul, Afroswing, Hip-Hop/Rap",Negative
2021,Brutal,Olivia Rodrigo,True,"I want it to be, like, messy
I'm so insecure, I think
That I'll die before I drink
And I'm so caught up in the news
Of who likes me, and who hates you
And I'm so tired that I might
Quit my job, start a new life
And they'd all be so disappointed
'Cause who am I, if not exploited?
And I'm so sick of 17
Where's my fucking teenage dream?
If someone tells me one more time
""Enjoy your youth, "" I'm gonna cry
And I don't stick up for myself
I'm anxious and nothing can help
And I wish I'd done this before
And I wish people liked me more
All I did was try my best
This the kind of thanks I get?
Unrelentlessly upset (ah, ah, ah)
They say these are the golden years
But I wish I could disappear
Ego crush is so severe
God, it's brutal out here
(Yeah!)
I feel like no one wants me
And I hate the way I'm perceived
I only have two real friends
And lately, I'm a nervous wreck
'Cause I love people I don't like
And I hate every song I write
And I'm not cool and I'm not smart
And I can't even parallel park
All I did was try my best
This the kind of thanks I get?
Unrelentlessly upset (ah, ah, ah)
They say these are the golden years
But I wish I could disappear
Ego crush is so severe
God, it's brutal out here
(Yeah! Just having a really good time)
Got a broken ego, broken heart (it's brutal out here, it's brutal out here)
And God, I don't even know where to start",2021,"Pop-punk, Pop rock, Alternative rock, Grunge",Negative
2021,transparentsoul,Willow Featuring Travis Barker,True,"One, two, three, four
I don't fucking know if it's a lie or it's a fact
All your little fake friends will sell your secrets for some cash
Smile in my face, then put your cig' out on my back
If you ever see me, just get to runnin' like The Flash
I knew a boy just like you
He's a snake, just like you
Such a fake, just like you
But I can see the truth
Transparent soul
I can see right through, just so you know
Transparent soul
I can see right through, just so you know
I don't fucking know if it's paradise or it's a trap
Yeah, they're treating me like royalty, but is it kissin' ass?
No one's brave enough to take the fall right
But it's all your fault
Why you actin' like it's alright?
I knew a girl just like you
She was vain, just like you
Such a pain, just like you
And everybody knows the truth
Transparent soul
I can see right through, just so you know
Transparent soul
I can see right through, just so you know
It's clear to me now
You're scared of me, wow
It's clear to me now (transparent soul)
It's clear to me now
You're scared of me, wow
It's clear to me now (transparent soul)
Transparent soul
I can see right through, just so you know
Transparent soul
I can see right through, just so you know",2021,"Pop-punk, Alternative/Indie, R&B/Soul",Positive
2021,You,Regard x Troye Sivan x Tate McRae,True,"Yeah
All I see is, is you, is you
Oh, you
How could you ever leave me without a chance to try?
How can I be sorry if I don't know the crime?
I should be mad, 'cause you never told me why
Still, I can't seem to say goodbye
Ooh, yeah
When I try to fall back, I fall back to you (yeah)
When I talk to my friends, I talk about you (yeah)
When the Hennessy's strong, all I see is you, is you, is you, oh you (ooh)
Yeah, ooh (yeah)
No, I haven't moved on, but trust me, I've tried (yeah)
If I give you a call, don't hang up the line (yeah)
When the Hennessy's strong, all I see is you, is you, is you, oh you
I'm good at overthinking
But I haven't even got this far
All I know is that my mind is
In the back seat of your Corvette car
You got me at my baddest (baddest)
And you got me 'round your fingertip
Should be fed up with your bullshit
But everything about you, no, I can't resist
How could you ever leave me without a chance to try?
How can I be sorry if I don't know the crime?
I should be mad that you never told me why
Still, I can't seem to say goodbye
Ooh, yeah
When I try to fall back, I fall back to you (yeah)
When I talk to my friends, I talk about you (yeah)
When the jealousy's strong, all I see is you, is you, is you, oh you (ooh)
Yeah, ooh (yeah)
No, I haven't moved on, but trust me, I've tried (yeah)
If I give you a call, don't hang up the line (yeah)
When the jealousy's strong, all I see is you, is you, is you, oh you
Is you, oh, you
Is you, is you, oh, you
I see your face in every stranger, everywhere I go (everywhere I go)
I hear your voice in conversations, every word you spoke (every word you spoke)
Nearly blocked you on my phone about a thousand times
Yeah, I know I should say goodbye
Yeah, I know I should say goodbye
Ooh, yeah
When I try to fall back, I fall back to you (yeah)
When I talk to my friends, I talk about you (yeah)
When the Hennessy's strong, all I see is you, is you, is you, oh you (ooh)
Yeah, ooh (yeah)
No, I haven't moved on, but trust me, I've tried (yeah)
If I give you a call, don't hang up the line (yeah)
When the Hennessy's strong, all I see is you, is you, is you, oh you",2021,"Rap music, Pop, UK R&B",Positive
2021,Butter,BTS,True,"Smooth like butter, like a criminal undercover
Gon' pop like trouble breaking into your heart like that, ooh
Cool shade, stunner, yeah, I owe it all to my mother, uh
Hot like summer, yeah, I'm making you sweat like that (break it down!)
Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow, so
Ooh (do the boogie, like)
A side step, right-left, to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step, right-left, to my beat
Get it, let it roll
Smooth like butter, pull you in like no other
Don't need no Usher to remind me you got it bad
Ain't no other that can sweep you up like a robber
Straight up, I (got ya)
Making you fall like that (break it down)
Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow, so
Ooh (do the boogie, like)
Side step, right-left, to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
A side step, right-left, to my beat
Get it, let it roll
Get it, let it roll
Get it, let it roll
Ice on my wrist, I'm the nice guy
Got the right body and the right mind
Rolling up the party, got the right vibe
Smooth like (butter), hate us (love us)
Fresh boy, pull up and we lay low
All the players get moving when the bass low
Got ARMY right behind us when we say so
Let's go
Side step, right-left, to my beat (right-left, to my beat)
High like the moon, rock with me, baby
You know that I got that heat
Let me show you 'cause talk is cheap (you know that talk is cheap)
Side step, right-left, to my beat
Get it, let it roll
Smooth like (butter), cool shade (stunner)
And you know we don't stop
Hot like (summer), ain't no (bummer)
You'll be like, ""Oh my God""
We gon' make you rock, and you say (yeah)
We gon' make you bounce, and you say (yeah)
Hotter, sweeter, cooler, butter!
Get it, let it roll",2022,"Dance-pop, Electronic dance music, Disco, Korean Dance, Pop, K-Pop, Hip-Hop/Rap",Positive
2021,Todo de Ti,Rauw Alejandro,True,"One, two
One, two, three
El viento soba tu cabello
Uh, uh, uh, uh, uh
Me matan esos ojos bellos
Uh, uh, uh, uh, uh
Me gusta tu olor, de tu piel, el color
Y como me haces sentir
Me gusta tu boquita, ese labial rosita
Y cómo me besas a mí
Contigo quiero despertar
Hacerlo después de fumar (ey)
Ya no tengo na' que buscar
Algo fuera de aquí
Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí
Aceleraste mis latidos
Es que me gusta todo de ti
De to'as tus partes, ¿cuál decido?
Es que me gusta todo de ti
Es que me gusta todo de ti
Es que me gusta todo de ti
Quinta Avenida, no va pa'l mall
Ella sabe que le llego a todo en un call
En la Raptor me gusta ponerla en Ford
El jogger large, la camisa small
Como la dieta keto
Por ti me controlo y me quedo quieto
Aunque quiero comerte to' eso completo
De ese culo me volví un teco, eh
Micro dosis, rola, oxy
Besando esos labios glossy
Ya yo le di en to'as las posi'
Shampoo de coco
Chanel su wallet
Me vuelve loco desde el casco
Hasta los pedales
Contigo quiero despertar
Hacerlo después de fumar
Ya no tengo na' que buscar
Algo fuera de aquí
Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí
Aceleraste mis latidos
Es que me gusta todo de ti
De to'as tus partes, ¿cuál decido?
Es que me gusta todo de ti
Todo de ti, todo de ti
Es que me gusta todo de ti
Todo de ti, todo de ti
Es que me gusta todo de ti
Contigo quiero despertar
Hacerlo después de fumar
Ya no tengo na' que buscar
Algo fuera de aquí
Tú combinas con el mar
Ese bikini se ve fenomenal
No hay gravedad que me pueda elevar
Me pones mal a mí
Rauw Alejandro
Translate to English",2021,"Latin Urbano, Electropop, Dance-pop, Alternative/Indie, Dance/Electronic, Pop, Rock en Español, Hip-Hop/Rap, Rock",Negative
2021,Famous Friends,Chris Young + Kane Brown,True,"My buddy Brandon holds a record
For single season touchdown throws
And good old Johnny, he's the life of every party
It's like Cheers, they know him everywhere he goes
I've got some famous friends you've probably never heard of
But back in Rutherford County our crowd is second to none
You might not know 'em here in this big city we're in
But when I go back home I've got some famous friends
Yeah, I do
Mmhmm
My buddy Jason, he's the sheriff
He'll flash his lights but let me go
My boy Randy, he's a preacher
My girl Megan, she's been Teacher of the Year
I swear for five years in a row
I've got some famous friends you've probably never heard of
But back in Hamilton County our crowd is second to none
You might not know 'em here in this big city we're in
But when I go back home I've got some famous friends
Yeah, I do, ooh
I got friends in high places on these small-town roads
'Cause 'round here it's all about the people that you know
And I've got some famous friends you've probably never heard of
But back in Davidson County our crowd is second to none
You might not know 'em here in this big city we're in
But when I go back home I've got some famous friends
Yeah, I do, ooh
Yeah, I do
Might not know 'em here in this big city we're in
But when I go back home I got some famous friends, yeah
I've got some famous friends (I've got some famous friends)
Yeah",2021,"Alternative/Indie, Contemporary R&B, Psychedelic pop",Positive
2021,Chasing After You,Ryan Hurd With Maren Morris,True,"You come over when your wine's all gone
Always catch me when I'm not that strong
Then you wind up staying all night long
Ain't nothin' new
Then I wake up with you on my chest
You got a way of making me forget
Girl, with you, the answer's always ""Yes""
Every time you call
But I know, yeah, I know it's a matter of time
'Til you walk, 'til you walk back out of my life
Leave me standing here lonely, feeling like a fool, hmm
Every time, every time you say we're done
You come back to the love you were running from
Don't know why, don't know why I let you, but I do
Guess I love chasing after you, mhm, yeah
Listen
Wish I could quit you, but it feels too good
If I could turn it off, you know I would
But somethin' 'bout you makes me think we could
Make it after all
But I know, yeah, I know it's a matter of time
'Til you walk, 'til you walk back out of my life
Leave me standing here lonely, feeling like a fool
Every time, every time you say we're done
You come back to the love you were running from
Don't know why, don't know why I let you, but I do
Guess I love chasing after you
Ooh, ooh (ohh, yeah)
Ooh, ooh
You come over when your wine's all gone
Always catch me when I'm not that strong
Then you wind up staying all night long
Ain't nothin' new
But I know, yeah, I know it's a matter of time
'Til you walk, 'til you walk back out of my life
Leave me standing here lonely, feeling like a fool
Yeah, every time, every time you say we're done
You come back to the love you were running from
Don't know why, don't know why I let you, but I do
Guess I love chasing after you
I love chasing after you
Ooh, ooh",2021,"Pop-punk, Alternative/Indie, R&B/Soul",Positive
2021,Lil Bit,Nelly & Florida Georgia Line,True,"What up, Nelly?
You ready to do another one, bruh?
Talk to 'em (uh, uh, uh, uh), haha
Yeah, runnin' all red lights
Pull up to the club, just to get, to get ahead, right
I do this shit er'ry night
You can call it limelight, I'ma call it my life
Shawty lookin' alright
TK jeans on, skin-skin-skintight
She be shakin' that taillight
Got me froze in the road like a deer in the headlights (uh, uh, yeah)
Oh, Backwoods, wanna know if you can roll
Got Cîroc on the rocks, ice-cold
Got the coupe on the new town road
Real low, oh
I know we just met, but, girl, let's roll
Let's roll, whoa, let's roll, let's roll
I'll go anywhere you wanna go
Let's go, oh
And she said, ""Take me to the country, show me where you from""
I said, ""Shawty, you gon' love me and we gon' have some fun""
I'll break out my big wheel and you can climb on up
Girl, I think you a big deal, now show your boy some love
Huh, just a lil' bit
Just a lil' bit (uh)
Just a lil' bit (yeah)
Just a lil' bit (uh)
We gon' have some fun
Just a lil' bit (uh)
Just a lil' bit (yeah)
Just a lil' bit
Yeah, we gon' have some-
Shawty messin' with a pro now (woo)
I'm a pro now
I'm the who, what, when, where to go now
Shows sold out
From the front to the back, hip-hop or the hoedown
Got the game on the go route
I'm the black Tom Brady in this, I'm the G.O.A.T. now (haha)
Shawty, I'm so wow
Orleans out to SoCal
Better know now
I know we just met, but, girl, let's roll
Let's roll, whoa, let's roll, let's roll
I'll go anywhere you wanna go
Let's go, oh (ayy, ayy, ayy)
And she said, ""Take me to the country, show me where you from"" (let's ride)
I said, ""Shawty, you gon' love me and we gon' have some fun""
I'll break out my big wheel and you can climb on up
Girl, I think you a big deal, now show your boy some love
Huh, just a lil' bit
Just a lil' bit (yeah, baby, uh)
Just a lil' bit (yeah)
Just a lil' bit (uh)
We gon' have some fun
Just a lil' bit (uh)
Just a lil' bit (yeah)
Just a lil' bit (haha, uh, yeah, yeah)
Oh, Backwoods, wanna know if you can roll
Got Cîroc on the rocks, ice-cold
Got the coupe on the new town road (uh, uh, uh)
Real low, oh
Oh, Backwoods, wanna know if you can roll (can she roll?)
Got Cîroc on the rocks, ice-cold
Got the coupe on the new town road
Real low, oh
And she said, ""Take me to the country, show me where you from""
I said, ""Shawty, you gon' love me and we gon' have some fun"" (we back, man)
I'll break out my big wheel and you can climb on up
Girl, I think you a big deal, now show your boy some love
Huh, just a lil' bit (ayy, ayy)
Just a lil' bit (come on, ayy, ayy)
Just a lil' bit (ayy, ayy)
Just a lil' bit
We gon' have some fun (ayy, ayy)
Just a lil' bit (ayy, ayy)
Just a lil' bit (ayy, ayy)
Just a lil' bit
We gon' have some fun",2021,"Country rap, Hip hop, Country",Positive
2021,Minimum Wage,Blake Shelton,True,"Yeah, I met you 'fore anybody knew my name
Playing for pennies on the dive bar stage
Split an All-Star Special on our first date in a Waffle House booth
Your daddy was crying when he gave you away
'Cause all those country songs I played
They didn't come with a 401K, but hey, I had you
You can make a six pack on the carpet
Taste like a million dollar bill
You can make a one bedroom apartment
Feel like a house up on the hill
You can make my truck out in the driveway
Roll like a cleaned up Cadillac
Girl, lookin' at you, lookin' at me that way
Can make a man feel rich on minimum wage
Girl, your love is money, your love is money
Yeah, your love can make a man feel rich on minimum wage
Girl, your love is money, your love is money
Yeah, your love can make a man feel rich on minimum wage
You can give me a tab that's always open
Or give me a yacht parked out in the ocean
But all that keepin' with the Joneses
It just ain't my style
Just give me some lights strung out in the yard
Give me a lawn chair under the stars
The top of the world's right where you are
'Cause every time you smile
You can make a six pack on the carpet
Taste like a million dollar bill
You can make a one bedroom apartment
Feel like a house up on the hill
You can make my truck out in the driveway
Roll like a cleaned up Cadillac
Girl, lookin' at you lookin' at me that way
Can make a man feel rich on minimum wage
Girl, your love is money, your love is money
Yeah, your love can make a man feel rich on minimum wage
Girl, your love is money, your love is money
Yeah, your love can make a man feel rich on minimum wage
You can make a six pack on the carpet
Taste like a million dollar bill
You can make a one bedroom apartment
Feel like a house up on the hill
You can make my truck out in the driveway
Roll like a cleaned up Cadillac
Girl, lookin' at you looking at me that way
Can make a man feel rich on minimum wage
Girl, your love is money, your love is money
Yeah, your love can make a man feel rich on minimum wage
Girl, your love is money, your love is money
Yeah, your love can make a man feel rich on minimum wage
Girl, your love is money, your love is money
Girl, your love can make a man feel rich on minimum wage",2021,"Rap music, Pop, UK R&B",Positive
2021,Telepatia,Kali Uchis,True,"Quién lo diría
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente, la mente te la volaría
De noche y de día, de noche y de día
You know I'm just a flight away
If you want it, you can take a private plane
A kilómetros estamos conectando
Y me prendes aunque no me estés tocando
You know I got a lot to say
All these voices in the background of my brain
Y me dicen todo lo que estás pensando
Me imagino lo que ya estás maquinando
Quién lo diría
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente, la mente te la volaría
De noche y de día, de noche y de día
You know that I can see right through you
I can read your mind
I can read your mind
What you want to do?
It's written all over your face times two
'Cause I can read your mind
I can read your mind
I can hear your thoughts like a melody
Listen while you talk when you're fast asleep
You stay on the phone just to hear me breathe
On repeat
Quién lo diría
Que se podría hacer el amor por telepatía
La luna está llena, mi cama vacía
Lo que yo te haría
Si te tuviera de frente, la mente te la volaría
De noche y de día, de noche y de día
(You know I got a lot to say
All these voices in the background of my brain)
Translate to English",2020,"Country rap, Hip hop, Country",Positive
2021,Build A Bitch,Bella Poarch,True,"This ain't build a bitch (a bitch)
You don't get to pick and choose
Different ass and bigger boobs
If my eyes are brown or blue
This ain't build a bitch (a bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (yeah)
Bob the Builder broke my heart
Told me I need fixing
Said that I'm just nuts and bolts
Lot of parts were missing
Curvy like a cursive font
Virgin and a vixen
That's the kind of girl he wants
But he forgot
This ain't build a bitch (a bitch)
You don't get to pick and choose
Different ass and bigger boobs
If my eyes are brown or blue
This ain't build a bitch (a bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (one, two, three, ooh)
La, la, la, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la, la, la
The boys are always playing dolls
Looking for their Barbie
They don't look like Ken at all
Hardly have a heartbeat
Need someone who falls apart
So he can play Prince Charming
If that's the kind of girl he wants
Then he forgot
This ain't build a bitch (a bitch)
You don't get to pick and choose
Different ass and bigger boobs
If my eyes are brown or blue
This ain't build a bitch (a bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (one, two, three)
La, la, la, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la, la, la, la, la, la, la, la",2021,"Alternative/Indie, Pop",Positive
